-104.232099834119	29.7324402878079	287	400	200
-107.350225541042	2.67551700931209	953	1200	600
-108.204227553782	8.45126866638562	1562	2000	1000
-108.354621983629	0.870690348510564	2200	2800	1400
-108.410377132747	5.33262876277237	2848	3600	1800
-107.522262057474	1.78244715471321	3152	4000	2000
-108.226915878934	0.560634935638561	9434	12000	6000
-108.403908101211	1.027614134036	15732	20000	10000
-108.327454961961	0.807509232016415	22007	28000	14000
-108.303111911817	0.757122103095838	28275	36000	18000
-108.365428383595	0.53708438447903	31416	40000	20000
-108.379442494547	0.0673318030323884	94282	120000	60000
-108.37415481484	0.0660961042302119	157114	200000	100000
-108.35389252359	0.150222714232342	219921	280000	140000
-108.361734125806	0.0834440822036697	282738	360000	180000
-108.375441797705	0.076076138503467	314160	400000	200000
-108.376962695549	0.0097916320167144	942532	1200000	600000
-108.375435588832	0.0120872178878244	1570838	2000000	1000000
-108.379042161429	0.00791959785671281	2199115	2800000	1400000
-108.381709484205	0.00414130518410616	2827402	3600000	1800000
