0.06	-0.499550008988164
0.07	-0.499388164846666
0.08	-0.499201799917132
0.09	-0.4989908130054
0.1	-0.498755453842503
0.11	-0.49849567167099
0.12	-0.498212021318421
0.13	-0.497904208637644
0.14	-0.497572854668058
0.15	-0.497217766305084
0.16	-0.496839405026355
0.17	-0.496437753883144
0.18	-0.496013349406776
0.19	-0.495566152153022
0.2	-0.495096746302707
0.21	-0.494604754718685
0.22	-0.494091122898608
0.23	-0.493555790937845
0.24	-0.492999041348422
0.25	-0.492421630227781
0.26	-0.491822994172336
0.27	-0.491204337077642
0.28	-0.49056501938817
0.29	-0.489906422024084
0.3	-0.489228337557276
0.31	-0.488531113242325
0.32	-0.487815097050479
0.33	-0.487080637670206
0.34	-0.486328083749355
0.35	-0.485557782312499
0.36	-0.484770076075624
0.37	-0.483966267697955
0.38	-0.483145003530545
0.39	-0.48230740294724
0.4	-0.48145489301095
0.41	-0.480585949362671
0.42	-0.479701703985462
0.43	-0.478803977530663
0.44	-0.477890580247519
0.45	-0.476964507798796
0.46	-0.476023411018502
0.47	-0.475070536044988
0.48	-0.474103159083525
0.49	-0.473125020463378
0.5	-0.472134576662476
0.51	-0.471130859918445
0.52	-0.47011740225846
0.53	-0.469090858179121
0.54	-0.468055907133019
0.55	-0.467010465703875
