0	141.338164625218	146.218649987364	136.620580078886	141.338164625218	141.338164625218
0.016	140.954501842433	145.821739115498	136.249723190531	140.938828390183	140.970177037688
0.032	140.571880513181	145.425905659135	135.879872994078	140.540620438009	140.603147541448
0.048	140.190297810434	145.031146693627	135.511026756859	140.143537580849	140.237073642016
0.064	139.809750914837	144.637459302267	135.143181753625	139.747576639864	139.871952851403
0.08	139.430237014691	144.244840576263	134.776335266525	139.352734445199	139.507782688097
0.096	139.051753305926	143.853287614722	134.410484585083	138.959007835952	139.144560677048
0.112	138.674296992085	143.462797524622	134.045627006182	138.566393660152	138.782284349651
0.128	138.297865284302	143.073367420797	133.681759834044	138.174888774736	138.420951243726
0.144	137.922455401282	142.684994425911	133.318880380207	137.784490045518	138.060558903505
0.16	137.548064569279	142.297675670441	132.956985963507	137.39519434717	137.701104879613
0.176	137.174690022077	141.91140829265	132.596073910059	137.006998563194	137.342586729054
0.192	136.802329000967	141.526189438572	132.236141553235	136.619899585896	136.98500201519
0.208	136.430978754732	141.142016261985	131.877186233647	136.233894316363	136.628348307728
0.224	136.060636539621	140.758885924397	131.519205299124	135.848979664438	136.272623182704
0.24	135.691299619329	140.376795595018	131.162196104697	135.465152548695	135.917824222462
0.256	135.322965264983	139.995742450743	130.806156012573	135.082409896414	135.563949015645
0.272	134.955630755115	139.615723676132	130.451082392123	134.700748643557	135.210995157169
0.288	134.589293375644	139.236736463384	130.096972619858	134.320165734741	134.858960248216
0.304	134.223950419858	138.858778012324	129.743824079408	133.94065812322	134.507841896211
0.32	133.859599188391	138.481845530375	129.391634161508	133.562222770852	134.15763771481
0.336	133.496236989205	138.105936232541	129.040400263975	133.184856648081	133.808345323881
0.352	133.13386113757	137.731047341387	128.690119791689	132.808556733911	133.45996234949
0.368	132.772468956043	137.357176087016	128.340790156575	132.43332001588	133.112486423882
0.384	132.412057774449	136.984319707051	127.992408777583	132.059143490038	132.765915185468
0.4	132.052624929861	136.612475446613	127.64497308067	131.686024160924	132.420246278808
0.416	131.694167766582	136.241640558301	127.298480498779	131.313959041537	132.075477354594
0.432	131.336683636122	135.871812302172	126.952928471823	130.94294515332	131.731606069633
0.448	130.980169897181	135.502987945721	126.608314446664	130.572979526127	131.388630086836
0.464	130.624623915629	135.135164763859	126.264635877091	130.204059198206	131.046547075197
0.48	130.270043064486	134.768340038896	125.921890223811	129.836181216174	130.705354709779
0.496	129.916424723905	134.402511060519	125.580074954418	129.469342634991	130.365050671698
0.512	129.563766281146	134.037675125769	125.239187543385	129.103540517938	130.025632648107
0.528	129.212065130566	133.67382953903	124.899225472036	128.738771936594	129.687098332184
0.544	128.861318673593	133.310971611997	124.560186228535	128.375033970812	129.349445423109
0.56	128.511524318708	132.949098663667	124.222067307864	128.012323708695	129.012671626054
0.576	128.162679481429	132.588208020313	123.884866211805	127.650638246574	128.676774652166
0.592	127.814781584287	132.228297015466	123.54858044892	127.289974688983	128.341752218551
0.608	127.467828056811	131.869362989894	123.213207534535	126.930330148637	128.007602048258
0.624	127.121816335508	131.511403291585	122.878744990721	126.57170174641	127.674321870267
0.64	126.776743863841	131.154415275725	122.545190346274	126.214086611309	127.341909419467
0.656	126.432608092217	130.79839630468	122.212541136701	125.857481880454	127.010362436647
0.672	126.089406477961	130.443343747976	121.880794904195	125.501884699053	126.679678668478
0.688	125.7471364853	130.089254982278	121.549949197623	125.147292220381	126.349855867496
0.704	125.405795585344	129.736127391374	121.220001572505	124.793701605754	126.020891792091
0.72	125.065381256071	129.383958366152	120.890949590998	124.44111002451	125.692784206486
0.736	124.725890982301	129.032745304584	120.562790821875	124.089514653985	125.365530880728
0.752	124.387322255683	128.682485611703	120.235522840507	123.738912679489	125.039129590669
0.768	124.049672574676	128.333176699589	119.909143228851	123.389301294286	124.713578117951
0.784	123.712939444529	127.984815987344	119.583649575424	123.040677699569	124.388874249993
0.8	123.377120377261	127.637400901078	119.25903947529	122.693039104438	124.065015779974
0.816	123.042212891647	127.290928873887	118.935310530042	122.346382725881	123.742000506818
0.832	122.708214513196	126.945397345835	118.612460347784	122.000705788746	123.419826235181
0.848	122.375122774135	126.600803763934	118.29048654311	121.656005525725	123.098490775433
0.864	122.042935213388	126.257145582128	117.969386737092	121.312279177326	122.777991943648
0.88	121.711649376563	125.914420261271	117.649158557258	120.969523991856	122.458327561583
0.896	121.381262815927	125.572625269109	117.329799637577	120.627737225394	122.139495456667
0.912	121.051773090392	125.231758080264	117.01130761844	120.286916141775	121.821493461987
0.928	120.723177765498	124.89181617621	116.693680146644	119.947058012562	121.50431941627
0.944	120.395474413393	124.552797045261	116.376914875373	119.608160117027	121.187971163871
