10000	0.00409217191720974	0.000500000000000056	0.000851453810898022
30000	0.00236531415969931	0.000166666666666759	0.000539373347206317
50000	0.00182281013822065	0.000279999999999947	0.000399238583617908
70000	0.00155114925042194	0.000214285714285722	0.000352108153287829
90000	0.00135895813396754	3.33333333333297E-05	NaN
100000	0.00129467957271288	7.9999999999969E-05	0.000286241874405732
300000	0.000749768294479973	0.000269999999999992	0.000167817942336975
500000	0.000580678291097575	1.9999999999909E-05	0.00013048962117862
700000	0.000490033279955104	8.85714285714378E-05	0.000109218262889137
900000	0.000433000080744281	2.11111111111384E-05	9.74550325855837E-05
1000000	0.000410360217095907	6.99999999997925E-06	9.32155533906133E-05
3000000	0.000237089131383974	2.63333333332394E-05	5.30875950206266E-05
5000000	0.000183529003064235	1.05999999999717E-05	4.09570626449127E-05
7000000	0.000155100756264414	3.14285714286822E-06	3.46961708980319E-05
9000000	0.000136861523445525	6.88888888888961E-06	3.05969881075152E-05
