0	0	9.99999971718069E-10
0.1	1.28494298534676E-11	4.96221954915388E-08
0.2	2.00141209161231E-10	1.31141684123204E-07
0.3	4.54620452394749E-10	7.62709882473622E-08
0.5	1.92633242690476E-10	1.38304747210327E-07
0.8	4.9444670580101E-11	1.05257808136194E-07
1	4.60366189614092E-11	1.03252410066368E-07
2	2.31263492800338E-08	1.25418781138364E-07
3	1.02450905536955E-08	1.51488978028524E-08
