0.0001	1.83143333590818E-05
0.0002	1.83143351261128E-05
0.0003	1.83143353604809E-05
0.0004	1.83143263894348E-05
0.0005	1.83143283356557E-05
0.0006	1.83143381308204E-05
0.0007	1.8314332040914E-05
0.0008	1.83143366607741E-05
0.0009	1.83143270786612E-05
0.001	1.83143251633044E-05
0.0011	1.83143301449862E-05
0.0012	1.83143279154363E-05
0.0013	1.83143314090861E-05
0.0014	1.83143297592947E-05
0.0015	1.8314338054215E-05
0.0016	1.8314331791891E-05
0.0017	1.83143367931127E-05
0.0018	1.8314330776148E-05
0.0019	1.83143362497695E-05
0.002	1.83143318154277E-05
0.0021	1.83143320030554E-05
0.0022	1.83143396091934E-05
0.0023	1.8314338203651E-05
0.0024	1.83143203795755E-05
0.0025	1.83143330597657E-05
0.0026	1.83143278236209E-05
0.0027	1.83143279199882E-05
0.0028	1.83143297979305E-05
0.0029	1.83143240490846E-05
0.003	1.83143290370946E-05
0.0031	1.83143323857493E-05
0.0032	1.83143274306019E-05
0.0033	1.83143339516079E-05
0.0034	1.83143306400346E-05
0.0035	1.83143226651916E-05
0.0036	1.83143318372991E-05
0.0037	1.83143297685096E-05
0.0038	1.83143296011989E-05
0.0039	1.83143338318148E-05
0.004	1.83143358285509E-05
0.0041	1.83143256849982E-05
0.0042	1.83143378044148E-05
0.0043	1.8314325748392E-05
0.0044	1.83143290762855E-05
0.0045	1.83143261286434E-05
0.0046	1.83143275578335E-05
0.0047	1.83143267726837E-05
0.0048	1.83143329214319E-05
0.0049	1.83143199782299E-05
0.005	1.83143267598052E-05
0.0051	1.83143294310018E-05
0.0052	1.83143311959233E-05
0.0053	1.83143273370101E-05
0.0054	1.83143250644946E-05
0.0055	1.83143311580647E-05
0.0056	1.8314324464308E-05
0.0057	1.83143285444887E-05
0.0058	1.83143252213691E-05
0.0059	1.83143259558927E-05
0.006	1.83143330667601E-05
0.0061	1.83143295695576E-05
0.0062	1.831432912347E-05
0.0063	1.83143302533439E-05
0.0064	1.83143309907541E-05
0.0065	1.83143364790306E-05
0.0066	1.8314325873181E-05
0.0067	1.83143368163163E-05
0.0068	1.83143311480727E-05
0.0069	1.8314330308411E-05
0.007	1.83143369035799E-05
0.0071	1.83143334815394E-05
0.0072	1.83143334815394E-05
0.0073	1.83143266867525E-05
0.0074	1.83143242515893E-05
0.0075	1.83143311668355E-05
0.0076	1.83143392372687E-05
0.0077	1.83143341681014E-05
0.0078	1.83143304023359E-05
0.0079	1.83143351943915E-05
0.008	1.83143302052713E-05
0.0081	1.83143316047074E-05
0.0082	1.83143239286254E-05
0.0083	1.83143264547159E-05
0.0084	1.83143326044632E-05
0.0085	1.83143299885558E-05
0.0086	1.83143378429396E-05
0.0087	1.8314341195258E-05
0.0088	1.83143438945432E-05
0.0089	1.8314336307057E-05
0.009	1.83143340681813E-05
0.0091	1.83143281742293E-05
0.0092	1.83143390632967E-05
0.0093	1.83143373917449E-05
0.0094	1.83143335286129E-05
0.0095	1.83143293290833E-05
0.0096	1.83143265777286E-05
0.0097	1.83143333744029E-05
0.0098	1.83143376851769E-05
0.0099	1.8314323468771E-05
0.01	1.83143347318726E-05
