0.0001	1.87368925302911E-05
0.0002	1.88230759622376E-05
0.0003	1.89077238177404E-05
0.0004	1.89908903780456E-05
0.0005	1.90726218510795E-05
0.0006	1.9152982930426E-05
0.0007	1.92320298344484E-05
0.0008	1.9309746406182E-05
0.0009	1.93861679987917E-05
0.001	1.94614450105268E-05
0.0011	1.9535506084134E-05
0.0012	1.9608405439131E-05
0.0013	1.96801487625242E-05
0.0014	1.97507533599151E-05
0.0015	1.98202225976107E-05
0.0016	1.98885929598713E-05
0.0017	1.99558927191923E-05
0.0018	2.00220436503695E-05
0.0019	2.00721163051698E-05
0.002	2.01371364527692E-05
0.0021	2.02003549153451E-05
0.0022	2.02625184034799E-05
0.0023	2.0323630179564E-05
0.0024	2.03837083109226E-05
0.0025	2.0442734214976E-05
0.0026	2.05007270350777E-05
0.0027	2.05576607636981E-05
0.0028	2.06134875611053E-05
0.0029	2.06684154365755E-05
0.003	2.07222851660305E-05
0.0031	2.07936042396772E-05
0.0032	2.08454243516565E-05
0.0033	2.0896178793417E-05
0.0034	2.09565738046313E-05
0.0035	2.10051824175439E-05
0.0036	2.10527027169061E-05
0.0037	2.10991318005949E-05
0.0038	2.11443557817104E-05
0.0039	2.11886487487822E-05
0.004	2.12318202991169E-05
0.0041	2.12738479113961E-05
0.0042	2.13147230574418E-05
0.0043	2.13544359091156E-05
0.0044	2.13930074021151E-05
0.0045	2.10521728394308E-05
0.0046	2.10328224760081E-05
0.0047	2.10122568736759E-05
0.0048	2.09904562693541E-05
0.0049	2.0967458989718E-05
0.005	2.09563913750044E-05
0.0051	2.09565976609927E-05
0.0052	2.09141676610347E-05
0.0053	2.09105895027095E-05
0.0054	2.09048156812885E-05
0.0055	2.08968362833684E-05
0.0056	2.08866488624615E-05
0.0057	2.08742884465485E-05
0.0058	2.08597838632363E-05
0.0059	2.08431189945291E-05
0.006	2.08243088062332E-05
0.0061	2.08033676785124E-05
0.0062	2.07803074090407E-05
0.0063	2.07551168589504E-05
0.0064	2.07278231083574E-05
0.0065	2.06984094802687E-05
0.0066	2.06668964495282E-05
0.0067	2.06332625697359E-05
0.0068	2.05975290565874E-05
0.0069	2.05597006736058E-05
0.007	2.05197665916756E-05
0.0071	2.04777123226085E-05
0.0072	2.04335965895419E-05
0.0073	2.03873114412723E-05
0.0074	2.03389286932421E-05
0.0075	2.02884300415374E-05
0.0076	2.02357979224299E-05
0.0077	2.01810336080133E-05
0.0078	2.01241510526806E-05
0.0079	2.0065109282319E-05
0.008	2.00039211154523E-05
0.0081	1.9940597629331E-05
0.0082	1.98750720487029E-05
0.0083	1.98073960038236E-05
0.0084	1.9737542616971E-05
0.0085	1.96654918451777E-05
0.0086	1.95912395981601E-05
0.0087	1.95147751889113E-05
0.0088	1.9436100781145E-05
0.0089	1.93551813589821E-05
0.009	1.92720240466127E-05
0.0091	1.91866124790163E-05
0.0092	1.90989182989876E-05
0.0093	1.9008961416711E-05
0.0094	1.89167130021373E-05
0.0095	1.88221589869642E-05
0.0096	1.87252868099064E-05
0.0097	1.86260741361632E-05
0.0098	1.85245145396529E-05
0.0099	1.84206082908256E-05
0.01	1.83143347318726E-05
